#BranchType   ,CmpRes       ,PcPlusImm    ,Pc           ,BpuMode      ,CacheMiss    ,Dependency   ,Rst          ,Clk          ,NewPc        ,EnaLoad      ,ClrPipeline  ,BranchResult ,
0000,000000,00000000000000000000000000000000,00000000000000000000000000000000,0,0,0,1,0,00000000000000000000000000000000,0,0,0,NewPc OK   ,EnaLoad OK   ,ClrPipeline OK   ,BranchResult OK   ,
1000,000000,00000000000000000000000011001000,00000000000000000000000000000000,1,0,0,0,0,00000000000000000000000011001000,1,0,1,NewPc ERROR,EnaLoad ERROR,ClrPipeline OK   ,BranchResult ERROR,
0000,000000,00000000000000000000000011001000,00000000000000000000000011001000,1,0,0,0,0,00000000000000000000000000000000,0,0,0,NewPc OK   ,EnaLoad OK   ,ClrPipeline OK   ,BranchResult OK   ,
0000,000100,00000000000000000000000011001000,00000000000000000000000011001001,1,0,0,0,0,00000000000000000000000000000000,0,0,0,NewPc OK   ,EnaLoad OK   ,ClrPipeline OK   ,BranchResult OK   ,
1001,000000,00000000000000000000000011010010,00000000000000000000000011001010,1,0,0,0,0,00000000000000000000000011010010,1,0,1,NewPc ERROR,EnaLoad ERROR,ClrPipeline OK   ,BranchResult ERROR,
0000,000000,00000000000000000000000011010010,00000000000000000000000011010010,1,0,0,0,0,00000000000000000000000000000000,0,0,0,NewPc OK   ,EnaLoad OK   ,ClrPipeline OK   ,BranchResult OK   ,
0000,001000,00000000000000000000000011010010,00000000000000000000000011010011,1,0,0,0,0,00000000000000000000000000000000,0,0,0,NewPc OK   ,EnaLoad OK   ,ClrPipeline OK   ,BranchResult OK   ,
1100,000000,00000000000000000000000011011100,00000000000000000000000011010100,1,0,0,0,0,00000000000000000000000011011100,1,0,1,NewPc ERROR,EnaLoad ERROR,ClrPipeline OK   ,BranchResult ERROR,
0000,000000,00000000000000000000000011011100,00000000000000000000000011011100,1,0,0,0,0,00000000000000000000000000000000,0,0,0,NewPc OK   ,EnaLoad OK   ,ClrPipeline OK   ,BranchResult OK   ,
0000,000010,00000000000000000000000011011100,00000000000000000000000011011101,1,0,0,0,0,00000000000000000000000000000000,0,0,0,NewPc OK   ,EnaLoad OK   ,ClrPipeline OK   ,BranchResult OK   ,
1101,000000,00000000000000000000000011100110,00000000000000000000000011011110,1,0,0,0,0,00000000000000000000000011100110,1,0,1,NewPc ERROR,EnaLoad ERROR,ClrPipeline OK   ,BranchResult ERROR,
0000,000000,00000000000000000000000011100110,00000000000000000000000011100110,1,0,0,0,0,00000000000000000000000000000000,0,0,0,NewPc OK   ,EnaLoad OK   ,ClrPipeline OK   ,BranchResult OK   ,
0000,000001,00000000000000000000000011100110,00000000000000000000000011100111,1,0,0,0,0,00000000000000000000000000000000,0,0,0,NewPc OK   ,EnaLoad OK   ,ClrPipeline OK   ,BranchResult OK   ,
1110,000000,00000000000000000000000011110000,00000000000000000000000011101000,1,0,0,0,0,00000000000000000000000011110000,1,0,1,NewPc ERROR,EnaLoad ERROR,ClrPipeline OK   ,BranchResult ERROR,
0000,000000,00000000000000000000000011110000,00000000000000000000000011110000,1,0,0,0,0,00000000000000000000000000000000,0,0,0,NewPc OK   ,EnaLoad OK   ,ClrPipeline OK   ,BranchResult OK   ,
0000,100000,00000000000000000000000011110000,00000000000000000000000011110001,1,0,0,0,0,00000000000000000000000000000000,0,0,0,NewPc OK   ,EnaLoad OK   ,ClrPipeline OK   ,BranchResult OK   ,
1111,000000,00000000000000000000000011111010,00000000000000000000000011110010,1,0,0,0,0,00000000000000000000000011111010,1,0,1,NewPc ERROR,EnaLoad ERROR,ClrPipeline OK   ,BranchResult ERROR,
0000,000000,00000000000000000000000011111010,00000000000000000000000011111010,1,0,0,0,0,00000000000000000000000000000000,0,0,0,NewPc OK   ,EnaLoad OK   ,ClrPipeline OK   ,BranchResult OK   ,
0000,010000,00000000000000000000000011111010,00000000000000000000000011111011,1,0,0,0,0,00000000000000000000000000000000,0,0,0,NewPc OK   ,EnaLoad OK   ,ClrPipeline OK   ,BranchResult OK   ,
0000,000000,00000000000000000000000011111010,00000000000000000000000011111100,1,0,0,0,0,00000000000000000000000000000000,0,0,0,NewPc OK   ,EnaLoad OK   ,ClrPipeline OK   ,BranchResult OK   ,
0000,000000,00000000000000000000000011111010,00000000000000000000000011111101,1,0,0,0,0,00000000000000000000000000000000,0,0,0,NewPc OK   ,EnaLoad OK   ,ClrPipeline OK   ,BranchResult OK   ,
1000,000000,00000000000000000000000100000100,00000000000000000000000011111110,1,0,0,0,0,00000000000000000000000100000100,1,0,1,NewPc ERROR,EnaLoad ERROR,ClrPipeline OK   ,BranchResult ERROR,
0000,000000,00000000000000000000000100000100,00000000000000000000000100000100,1,0,0,0,0,00000000000000000000000000000000,0,0,0,NewPc OK   ,EnaLoad OK   ,ClrPipeline OK   ,BranchResult OK   ,
0000,111011,00000000000000000000000100000100,00000000000000000000000100000101,1,0,0,0,0,00000000000000000000000011111111,1,1,0,NewPc ERROR,EnaLoad ERROR,ClrPipeline ERROR,BranchResult OK   ,
1001,000000,00000000000000000000000100001110,00000000000000000000000011111111,1,0,0,0,0,00000000000000000000000100001110,1,0,1,NewPc ERROR,EnaLoad ERROR,ClrPipeline OK   ,BranchResult ERROR,
0000,000000,00000000000000000000000100001110,00000000000000000000000100001110,1,0,0,0,0,00000000000000000000000000000000,0,0,0,NewPc OK   ,EnaLoad OK   ,ClrPipeline OK   ,BranchResult OK   ,
0000,110111,00000000000000000000000100001110,00000000000000000000000100001111,1,0,0,0,0,00000000000000000000000000000000,0,0,0,NewPc OK   ,EnaLoad OK   ,ClrPipeline OK   ,BranchResult OK   ,
1100,000000,00000000000000000000000100011000,00000000000000000000000100000000,1,0,0,0,0,00000000000000000000000100011000,1,0,1,NewPc ERROR,EnaLoad ERROR,ClrPipeline OK   ,BranchResult ERROR,
0000,000000,00000000000000000000000100011000,00000000000000000000000100000001,1,0,0,0,0,00000000000000000000000000000000,0,0,0,NewPc OK   ,EnaLoad OK   ,ClrPipeline OK   ,BranchResult OK   ,
0000,111101,00000000000000000000000100011000,00000000000000000000000100000010,1,0,0,0,0,00000000000000000000000100000001,1,1,0,NewPc ERROR,EnaLoad ERROR,ClrPipeline ERROR,BranchResult OK   ,
1101,000000,00000000000000000000000100100010,00000000000000000000000100000011,1,0,0,0,0,00000000000000000000000000000000,0,0,0,NewPc OK   ,EnaLoad OK   ,ClrPipeline OK   ,BranchResult OK   ,
0000,000000,00000000000000000000000100100010,00000000000000000000000100000100,1,0,0,0,0,00000000000000000000000000000000,0,0,0,NewPc OK   ,EnaLoad OK   ,ClrPipeline OK   ,BranchResult OK   ,
0000,111010,00000000000000000000000100100010,00000000000000000000000100000101,1,0,0,0,0,00000000000000000000000000000000,0,0,0,NewPc OK   ,EnaLoad OK   ,ClrPipeline OK   ,BranchResult OK   ,
1110,000000,00000000000000000000000100101100,00000000000000000000000100000110,1,0,0,0,0,00000000000000000000000000000000,0,0,0,NewPc OK   ,EnaLoad OK   ,ClrPipeline OK   ,BranchResult OK   ,
0000,000000,00000000000000000000000100101100,00000000000000000000000100000111,1,0,0,0,0,00000000000000000000000000000000,0,0,0,NewPc OK   ,EnaLoad OK   ,ClrPipeline OK   ,BranchResult OK   ,
0000,011111,00000000000000000000000100101100,00000000000000000000000100001000,1,0,0,0,0,00000000000000000000000000000000,0,0,0,NewPc OK   ,EnaLoad OK   ,ClrPipeline OK   ,BranchResult OK   ,
1111,000000,00000000000000000000000100110110,00000000000000000000000100001001,1,0,0,0,0,00000000000000000000000000000000,0,0,0,NewPc OK   ,EnaLoad OK   ,ClrPipeline OK   ,BranchResult OK   ,
0000,000000,00000000000000000000000100110110,00000000000000000000000100001010,1,0,0,0,0,00000000000000000000000000000000,0,0,0,NewPc OK   ,EnaLoad OK   ,ClrPipeline OK   ,BranchResult OK   ,
0000,101011,00000000000000000000000100110110,00000000000000000000000100001011,1,0,0,0,0,00000000000000000000000000000000,0,0,0,NewPc OK   ,EnaLoad OK   ,ClrPipeline OK   ,BranchResult OK   ,
1000,000000,00000000000000000000000101000000,00000000000000000000000100001100,1,0,0,0,0,00000000000000000000000000000000,0,0,0,NewPc OK   ,EnaLoad OK   ,ClrPipeline OK   ,BranchResult OK   ,
0000,000000,00000000000000000000000101000000,00000000000000000000000100001101,1,0,0,0,0,00000000000000000000000000000000,0,0,0,NewPc OK   ,EnaLoad OK   ,ClrPipeline OK   ,BranchResult OK   ,
0000,000100,00000000000000000000000101000000,00000000000000000000000100001110,1,0,0,0,0,00000000000000000000000101000000,1,1,0,NewPc ERROR,EnaLoad ERROR,ClrPipeline ERROR,BranchResult OK   ,
1000,000000,00000000000000000000000101001010,00000000000000000000000101000000,1,0,0,0,0,00000000000000000000000000000000,0,0,0,NewPc OK   ,EnaLoad OK   ,ClrPipeline OK   ,BranchResult OK   ,
0000,000000,00000000000000000000000101001010,00000000000000000000000101000001,1,0,0,0,0,00000000000000000000000000000000,0,0,0,NewPc OK   ,EnaLoad OK   ,ClrPipeline OK   ,BranchResult OK   ,
0000,000100,00000000000000000000000101001010,00000000000000000000000101000010,1,0,0,0,0,00000000000000000000000000000000,0,0,0,NewPc OK   ,EnaLoad OK   ,ClrPipeline OK   ,BranchResult OK   ,
0000,000000,00000000000000000000000101001010,00000000000000000000000101001010,1,0,0,0,0,00000000000000000000000000000000,0,0,0,NewPc OK   ,EnaLoad OK   ,ClrPipeline OK   ,BranchResult OK   ,
0000,000000,00000000000000000000000000000000,00000000000000000000000000000000,0,0,0,1,0,00000000000000000000000000000000,0,0,0,NewPc OK   ,EnaLoad OK   ,ClrPipeline OK   ,BranchResult OK   ,
1000,000000,00000000000000000000000011001000,00000000000000000000000000000000,1,0,0,0,0,00000000000000000000000011001000,1,0,1,NewPc ERROR,EnaLoad ERROR,ClrPipeline OK   ,BranchResult ERROR,
1000,000000,00000000000000000000000100101100,00000000000000000000000011001000,1,0,0,0,0,00000000000000000000000100101100,1,0,1,NewPc ERROR,EnaLoad ERROR,ClrPipeline OK   ,BranchResult ERROR,
1000,111011,00000000000000000000000110010000,00000000000000000000000100101100,1,0,0,0,0,00000000000000000000000000000000,1,1,0,NewPc OK   ,EnaLoad ERROR,ClrPipeline ERROR,BranchResult OK   ,
1001,000000,00000000000000000000000011001000,00000000000000000000000000000001,1,0,0,0,0,00000000000000000000000000000000,0,0,0,NewPc OK   ,EnaLoad OK   ,ClrPipeline OK   ,BranchResult OK   ,
0000,000000,00000000000000000000000000000000,00000000000000000000000000000000,0,0,0,1,0,00000000000000000000000000000000,0,0,0,NewPc OK   ,EnaLoad OK   ,ClrPipeline OK   ,BranchResult OK   ,
1000,000000,00000000000000000000000011001000,00000000000000000000000000000000,1,1,0,0,0,00000000000000000000000011001000,1,0,1,NewPc ERROR,EnaLoad ERROR,ClrPipeline OK   ,BranchResult ERROR,
0000,000000,00000000000000000000000011001000,00000000000000000000000011001000,1,1,0,0,0,00000000000000000000000000000000,0,0,0,NewPc OK   ,EnaLoad OK   ,ClrPipeline OK   ,BranchResult OK   ,
0000,000000,00000000000000000000000011001000,00000000000000000000000011001000,1,1,0,0,0,00000000000000000000000000000000,0,0,0,NewPc OK   ,EnaLoad OK   ,ClrPipeline OK   ,BranchResult OK   ,
