#Operation ,Source    ,CmpRes    ,Shamt     ,ImmData   ,GprData1  ,GprData2  ,Pc        ,Mtvec     ,ExcOp     ,AluResult ,AluFlags  ,
11111,00,000000,00000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,0000,00000000000000000000000000000000,0000,AluResult OK   ,AluFlags OK   ,
00100,01,000000,00000,00000000000000000010111000010110,00000000000000000001101011110011,00000000000000000000111100101100,00000000000000000010011010000110,00000000000000000011000101111111,0000,00000000000000000101010010011100,0000,AluResult OK   ,AluFlags OK   ,
00100,10,000000,00000,00000000000000000001000101101011,00000000000000000001011011000101,00000000000000000000110111110001,00000000000000000000000000101000,00000000000000000010011001011100,0000,00000000000000000010100000110000,0000,AluResult OK   ,AluFlags OK   ,
00100,11,000000,00000,00000000000000000000111001010100,00000000000000000000110110110010,00000000000000000001101111110000,00000000000000000001101111001101,00000000000000000001100011101100,0000,00000000000000000010100110100010,0000,AluResult OK   ,AluFlags OK   ,
00100,00,000000,00000,00000000000000000010000111010101,00000000000000000000011001001101,00000000000000000000000010010011,00000000000000000000101110000110,00000000000000000001101010101100,0000,00000000000000000000000000000000,0000,AluResult OK   ,AluFlags OK   ,
00110,01,000000,00000,00000000000000000000001100000000,00000000000000000000111111110000,00000000000000000001000000001010,00000000000000000000111101101100,00000000000000000001000110011011,0000,00000000000000000000110001101100,0000,AluResult OK   ,AluFlags OK   ,
00110,10,000000,00000,00000000000000000001100011011101,00000000000000000001001110001000,00000000000000000010101101111101,00000000000000000000000010000101,00000000000000000001111000110111,0000,11111111111111111111101010101011,0001,AluResult OK   ,AluFlags OK   ,
00110,11,000000,00000,00000000000000000011001001010101,00000000000000000000111000101100,00000000000000000001011011100000,00000000000000000000011111111001,00000000000000000001000010110001,0000,11111111111111111111011101001100,0001,AluResult OK   ,AluFlags OK   ,
00110,00,000000,00000,00000000000000000000111111010101,00000000000000000001111001110001,00000000000000000001111000001001,00000000000000000001101010011010,00000000000000000010010110111000,0000,00000000000000000000000000000000,0000,AluResult OK   ,AluFlags OK   ,
01101,01,000000,00000,00000000000000000000100010100001,00000000000000000001111111100011,00000000000000000010110100011101,00000000000000000001001110010011,00000000000000000001101010111011,0000,00000000000000000000000000000000,0000,AluResult OK   ,AluFlags OK   ,
01101,10,000000,00000,00000000000000000000001001111001,00000000000000000001001001001010,00000000000000000001001000101000,00000000000000000001111011111001,00000000000000000001101001111101,0000,00000000000000000000000000000000,0000,AluResult OK   ,AluFlags OK   ,
01101,11,000000,00000,00000000000000000010000101001111,00000000000000000010001000110011,00000000000000000000000001110001,00000000000000000011000000011000,00000000000000000001111001011001,0000,00000000000000000000000000000000,0000,AluResult OK   ,AluFlags OK   ,
01101,00,000000,00000,00000000000000000000001110010010,00000000000000000010111011010001,00000000000000000001001001010100,00000000000000000001011000111010,00000000000000000000110011111111,0000,00000000000000000000000000000000,0000,AluResult OK   ,AluFlags OK   ,
01100,01,000000,00000,00000000000000000001001101010100,00000000000000000001001100010001,00000000000000000011000000001010,00000000000000000010101001111111,00000000000000000000110101110110,0000,00000000000000000000000000000000,0000,AluResult OK   ,AluFlags OK   ,
01100,10,000000,00000,00000000000000000010101011010101,00000000000000000010101101101001,00000000000000000001010001110000,00000000000000000010100100111110,00000000000000000000010000000000,0000,00000000000000000000000000000000,0000,AluResult OK   ,AluFlags OK   ,
01100,11,000000,00000,00000000000000000000101000101011,00000000000000000010100001111101,00000000000000000000010000100111,00000000000000000000010110101001,00000000000000000010101110001001,0000,00000000000000000000000000000000,0000,AluResult OK   ,AluFlags OK   ,
01100,00,000000,00000,00000000000000000000000000001110,00000000000000000000010111011011,00000000000000000000100101101000,00000000000000000001001010101011,00000000000000000001100011100110,0000,00000000000000000000000000000000,0000,AluResult OK   ,AluFlags OK   ,
01111,01,000000,00000,00000000000000000000111010110111,00000000000000000000101100011101,00000000000000000010111010111101,00000000000000000001010011001101,00000000000000000001111010010010,0000,00000000000000000000000000000000,0000,AluResult OK   ,AluFlags OK   ,
01111,10,000000,00000,00000000000000000010010101111100,00000000000000000001111011110011,00000000000000000001010010010000,00000000000000000000001000100101,00000000000000000010100001101000,0000,00000000000000000000000000000000,0000,AluResult OK   ,AluFlags OK   ,
01111,11,000000,00000,00000000000000000001010110101111,00000000000000000000000100100101,00000000000000000001011001010001,00000000000000000000100110100000,00000000000000000001011110100110,0000,00000000000000000000000000000000,0000,AluResult OK   ,AluFlags OK   ,
01111,00,000000,00000,00000000000000000000011010101011,00000000000000000000011001001100,00000000000000000000100010101110,00000000000000000001111111001011,00000000000000000010000001011011,0000,00000000000000000000000000000000,0000,AluResult OK   ,AluFlags OK   ,
01110,01,000000,00000,00000000000000000010110011111111,00000000000000000010101100100111,00000000000000000010000101110111,00000000000000000001010000001111,00000000000000000010010100011010,0000,00000000000000000000000000000000,0000,AluResult OK   ,AluFlags OK   ,
01110,10,000000,00000,00000000000000000001011111011010,00000000000000000010010011011100,00000000000000000001101101100001,00000000000000000000110010101010,00000000000000000001011000010000,0000,00000000000000000000000000000000,0000,AluResult OK   ,AluFlags OK   ,
01110,11,000000,00000,00000000000000000001100000000011,00000000000000000000001101100011,00000000000000000010000000110011,00000000000000000010001110100110,00000000000000000000010001001010,0000,00000000000000000000000000000000,0000,AluResult OK   ,AluFlags OK   ,
